mysql> select i.f,i.c,e.f,e.c from incomefamily i,expensefamily e where i.f=e.f;
+------+------+------+------+
| f    | c    | f    | c    |
|  340 |    6 |
|  341 |    6 |
|  347 |    3 |
|  348 |    3 |
|  349 |    6 |
|  351 |    3 |
|  358 |    6 |
|  359 |    3 |
|  360 |    6 |
|  365 |    3 |
|  366 |    6 |
|  368 |    9 |
|  369 |    6 |
|  372 |    3 |
|  375 |    6 |
|  376 |    6 |
|  378 |    3 |
|  380 |    3 |
|  382 |   12 |
|  383 |    9 |
|  384 |    6 |
|  389 |    9 |
|  392 |    3 |
|  393 |    6 |
|  399 |    3 |
|  400 |    6 |
|  405 |    6 |
|  409 |   15 |
|  412 |    3 |
|  414 |    6 |
|  415 |    6 |
|  417 |    3 |
|  420 |    9 |
|  422 |    3 |
|  423 |    6 |
|  425 |    6 |
|  426 |    6 |
|  429 |    9 |
|  430 |    3 |
|  432 |    3 |
|  434 |    3 |
|  436 |    6 |
|  438 |    9 |
|  442 |    6 |
|  443 |    6 |
|  444 |    6 |
|  446 |    6 |
|  447 |    3 |
|  449 |   12 |
|  450 |    9 |
|  452 |    9 |
|  453 |    6 |
|  454 |    9 |
|  455 |    6 |
|  456 |    9 |
|  458 |    6 |
|  461 |    6 |
|  462 |    3 |
|  463 |    6 |
|  464 |    6 |
|  465 |    9 |
|  466 |    6 |
|  468 |    3 |
|  470 |    9 |
|  471 |    3 |
|  472 |    6 |
|  473 |    3 |
|  474 |    6 |
|  475 |   12 |
|  476 |    3 |
|  477 |    3 |
|  478 |    6 |
|  479 |    3 |
|  480 |    3 |
|  481 |    6 |
|  482 |    9 |
|  483 |    9 |
|  484 |    6 |
|  485 |    9 |
|  487 |    9 |
|  490 |    3 |
|  491 |    6 |
|  493 |    6 |
|  494 |    3 |
|  495 |    3 |
|  496 |    9 |
|  497 |    6 |
|  500 |    3 |
|  501 |    6 |
|  507 |    6 |
|  508 |    6 |
|  509 |    9 |
|  510 |    3 |
|  511 |    6 |
|  512 |    9 |
|  513 |    6 |
|  514 |    6 |
|  515 |   12 |
|  516 |    3 |
|  517 |    6 |
|  518 |    6 |
|  519 |    3 |
|  520 |    3 |
|  521 |    3 |
|  523 |    6 |
|  525 |    6 |
|  528 |   15 |
|  529 |    9 |
|  531 |    6 |
|  532 |    3 |
|  533 |    3 |
|  534 |    3 |
|  535 |    3 |
|  536 |    3 |
|  538 |    3 |
|  539 |    6 |
|  541 |    6 |
|  542 |    6 |
|  543 |    3 |
|  544 |    6 |
|  545 |    6 |
|  546 |   12 |
|  547 |    9 |
|  548 |   12 |
|  549 |    9 |
|  550 |   12 |
|  551 |    9 |
|  552 |    6 |
|  553 |    6 |
|  555 |    6 |
|  560 |   12 |
|  561 |    6 |
|  563 |   12 |
|  564 |   12 |
|  565 |   15 |
|  566 |    9 |
|  567 |    6 |
|  568 |    9 |
|  571 |    3 |
|  572 |    3 |
|  573 |    9 |
|  575 |    6 |
|  577 |    3 |
|  579 |    3 |
|  580 |    3 |
|  581 |    3 |
|  582 |    6 |
|  583 |    3 |
|  584 |    3 |
|  586 |    9 |
|  587 |    3 |
|  588 |    3 |
|  590 |    6 |
|  592 |    3 |
|  596 |    9 |
|  597 |    6 |
|  598 |    6 |
|  599 |    9 |
|  601 |    6 |
|  602 |    3 |
|  603 |    3 |
|  605 |    3 |
|  606 |    6 |
|  607 |    6 |
|  608 |    3 |
|  609 |    3 |
|  610 |    3 |
|  611 |    3 |
|  612 |    6 |
|  614 |    3 |
|  615 |    6 |
|  617 |    6 |
|  621 |    6 |
|  622 |   12 |
|  627 |    9 |
|  630 |    9 |
|  631 |    9 |
|  632 |    6 |
|  634 |    6 |
|  637 |    6 |
|  638 |    3 |
|  640 |    6 |
|  641 |    3 |
|  642 |    3 |
|  643 |    9 |
|  646 |    3 |
|  650 |    6 |
|  653 |    9 |
|  654 |    3 |
|  655 |    6 |
|  657 |    9 |
|  658 |    6 |
|  660 |    9 |
|  662 |    3 |
|  664 |   15 |
|  665 |    3 |
|  666 |    6 |
|  667 |    3 |
|  668 |    3 |
|  669 |    6 |
|  670 |    6 |
|  671 |    3 |
|  672 |    9 |
|  673 |    3 |
|  674 |    6 |
|  675 |   12 |
|  677 |    9 |
|  678 |    9 |
|  679 |    6 |
|  680 |    9 |
|  681 |    3 |
|  682 |    6 |
|  683 |    6 |
|  684 |    3 |
|  685 |    9 |
|  686 |    6 |
|  687 |    3 |
|  688 |    6 |
|  690 |    9 |
|  691 |    6 |
|  693 |    9 |
|  694 |    9 |
|  695 |    6 |
|  696 |    6 |
|  697 |   12 |
|  698 |    3 |
|  699 |    3 |
|  701 |    9 |
|  702 |    6 |
|  703 |    6 |
|  704 |    6 |
|  705 |    3 |
|  707 |    3 |
|  708 |    3 |
|  709 |    6 |
|  710 |    6 |
|  711 |    3 |
|  713 |    6 |
|  714 |    3 |
|  715 |    3 |
|  716 |    6 |
|  718 |   12 |
|  719 |   15 |
|  720 |    9 |
|  722 |   12 |
|  724 |    6 |
|  726 |    6 |
|  727 |    6 |
|  729 |    6 |
|  730 |    3 |
|  731 |    9 |
|  732 |    6 |
|  733 |    3 |
|  735 |    6 |
|  736 |    3 |
|  739 |    3 |
|  740 |    3 |
|  741 |    6 |
|  742 |    3 |
|  743 |    3 |
|  744 |    6 |
|  745 |   12 |
|  746 |    3 |
|  749 |    6 |
|  750 |    6 |
|  751 |    3 |
|  752 |    6 |
|  753 |    6 |
|  754 |    3 |
|  755 |    3 |
|  756 |    3 |
|  758 |    3 |
|  759 |    9 |
|  760 |    6 |
|  761 |   12 |
|  762 |    3 |
|  763 |    6 |
|  764 |    6 |
|  766 |    9 |
|  767 |    3 |
|  774 |   12 |
|  776 |   12 |
|  777 |    3 |
|  778 |    6 |
|  780 |    9 |
|  781 |   15 |
|  783 |    3 |
|  784 |    3 |
|  785 |    3 |
|  786 |    9 |
|  787 |    6 |
|  788 |    3 |
|  789 |    9 |
|  790 |    3 |
|  791 |    6 |
|  792 |    3 |
|  793 |    3 |
|  795 |   12 |
|  797 |   12 |
|  798 |    6 |
|  799 |    6 |
|  800 |   18 |
|  802 |   15 |
|  803 |    3 |
|  804 |    3 |
|  805 |    9 |
|  807 |    3 |
|  808 |    9 |
|  809 |    9 |
|  810 |    3 |
|  811 |    3 |
|  812 |    3 |
|  813 |    6 |
|  814 |    9 |
|  816 |    6 |
|  817 |    3 |
|  818 |    3 |
|  823 |   12 |
|  824 |    9 |
|  825 |   12 |
|  826 |    6 |
|  828 |   15 |
|  830 |    3 |
|  831 |    3 |
|  832 |   15 |
|  835 |    3 |
|  837 |    9 |
|  838 |    3 |
|  839 |    3 |
|  840 |    6 |
|  842 |   12 |
|  846 |    6 |
|  847 |    3 |
|  848 |    6 |
|  849 |    9 |
|  851 |   18 |
|  852 |   21 |
|  854 |   15 |
|  855 |   18 |
|  856 |   12 |
|  859 |    3 |
|  860 |    3 |
|  861 |    3 |
|  862 |    3 |
|  864 |    6 |
|  865 |    6 |
|  866 |    3 |
|  868 |    6 |
|  869 |    6 |
|  870 |    6 |
|  871 |    3 |
|  872 |    3 |
|  874 |    9 |
|  875 |    6 |
|  876 |    6 |
|  877 |    6 |
|  878 |    3 |
|  879 |    6 |
|  880 |    3 |
|  882 |    6 |
|  885 |    3 |
|  886 |    3 |
|  887 |    3 |
|  888 |    9 |
|  889 |    3 |
|  890 |    6 |
|  891 |    3 |
|  893 |    3 |
|  894 |    3 |
|  895 |    6 |
|  899 |    3 |
|  900 |   12 |
|  901 |    9 |
|  902 |    9 |
|  904 |   12 |
|  906 |    3 |
|  907 |    3 |
|  908 |    3 |
|  910 |    6 |
|  911 |    3 |
|  912 |    3 |
|  913 |    6 |
|  915 |   12 |
|  916 |   12 |
|  917 |    9 |
|  918 |    6 |
|  919 |    6 |
|  921 |    9 |
|  922 |    9 |
|  923 |    6 |
|  925 |    6 |
|  926 |    6 |
|  927 |    9 |
|  928 |    3 |
|  929 |    3 |
|  930 |    6 |
|  931 |    6 |
|  933 |    9 |
|  934 |    3 |
|  936 |    6 |
|  937 |    6 |
|  938 |    3 |
|  939 |    3 |
|  941 |    6 |
|  942 |    6 |
|  943 |    6 |
|  944 |    9 |
|  945 |    6 |
|  946 |    6 |
|  947 |   12 |
|  949 |    3 |
|  950 |    3 |
|  951 |    3 |
|  952 |    9 |
|  954 |    6 |
|  955 |    6 |
|  956 |    6 |
|  957 |    6 |
|  958 |    6 |
|  959 |    6 |
|  960 |    6 |
|  961 |    3 |
|  964 |   12 |
|  965 |    3 |
|  967 |   12 |
|  968 |   18 |
|  969 |    9 |
|  970 |    6 |
|  971 |    6 |
|  972 |    3 |
|  973 |    3 |
|  974 |    3 |
|  975 |    9 |
|  977 |    6 |
|  978 |    9 |
|  979 |    3 |
|  980 |    6 |
|  981 |    9 |
|  983 |    3 |
|  984 |    6 |
|  985 |    3 |
|  986 |    6 |
|  987 |    3 |
|  988 |    6 |
|  989 |    3 |
|  990 |    6 |
|  991 |    6 |
|  992 |    6 |
|  993 |    9 |
|  995 |    9 |
|  997 |   15 |
| 1000 |    6 |
| 1001 |   12 |
| 1002 |    3 |
| 1003 |    6 |
| 1004 |    9 |
| 1008 |   18 |
| 1009 |    3 |
| 1010 |    3 |
| 1011 |    3 |
| 1012 |    3 |
| 1014 |    3 |
| 1015 |    9 |
| 1018 |    9 |
| 1019 |    6 |
| 1020 |    3 |
| 1021 |    9 |
| 1022 |    3 |
| 1023 |    3 |
| 1024 |    6 |
| 1025 |    3 |
| 1026 |    6 |
| 1027 |    3 |
| 1028 |    3 |
| 1030 |   15 |
| 1031 |    3 |
| 1032 |    6 |
| 1033 |    3 |
| 1034 |    3 |
| 1037 |    6 |
| 1038 |    3 |
| 1040 |    3 |
| 1041 |    3 |
| 1042 |    3 |
| 1043 |    3 |
| 1044 |    3 |
| 1045 |    3 |
| 1046 |    6 |
| 1048 |    6 |
| 1049 |    3 |
| 1050 |    3 |
| 1051 |    6 |
| 1052 |    9 |
| 1054 |    3 |
| 1055 |    9 |
| 1059 |    3 |
| 1060 |    3 |
| 1061 |    3 |
| 1062 |    3 |
| 1064 |    3 |
| 1066 |    3 |
| 1067 |    3 |
| 1068 |    6 |
| 1069 |    6 |
| 1070 |    3 |
| 1071 |    6 |
| 1072 |    3 |
| 1073 |    9 |
| 1074 |    9 |
| 1075 |    6 |
| 1077 |    6 |
| 1078 |    6 |
| 1079 |    3 |
| 1080 |    3 |
| 1081 |    9 |
| 1082 |    6 |
| 1088 |    3 |
| 1089 |    3 |
| 1090 |    3 |
| 1092 |    3 |
| 1094 |    3 |
| 1095 |    3 |
| 1096 |    9 |
| 1097 |    3 |
| 1099 |    9 |
| 1100 |   15 |
| 1101 |    9 |
| 1102 |   12 |
| 1103 |    3 |
| 1104 |   15 |
| 1105 |    9 |
| 1106 |   12 |
| 1107 |    3 |
| 1108 |    9 |
| 1109 |    3 |
| 1110 |    6 |
| 1111 |    6 |
| 1116 |    3 |
| 1117 |    6 |
| 1118 |    9 |
| 1120 |    6 |
| 1121 |   18 |
| 1124 |   24 |
| 1125 |    9 |
| 1126 |    9 |
| 1127 |    6 |
| 1128 |    9 |
| 1130 |   12 |
| 1131 |   15 |
| 1132 |    6 |
| 1133 |    6 |
| 1134 |    6 |
| 1135 |    6 |
| 1136 |    6 |
| 1137 |    3 |
| 1138 |    6 |
| 1139 |    6 |
| 1142 |    3 |
| 1143 |    6 |
| 1144 |    6 |
| 1145 |    9 |
| 1146 |   12 |
| 1149 |   12 |
| 1150 |   12 |
| 1151 |    9 |
| 1152 |    3 |
| 1153 |   21 |
| 1154 |    9 |
| 1155 |   12 |
| 1158 |   24 |
| 1159 |    3 |
| 1161 |    6 |
| 1162 |    3 |
| 1163 |    6 |
| 1165 |   15 |
| 1166 |    6 |
| 1167 |    6 |
| 1168 |    6 |
| 1169 |    6 |
| 1170 |    9 |
| 1171 |    3 |
| 1173 |    6 |
| 1174 |    6 |
| 1175 |    6 |
| 1176 |    6 |
| 1177 |   12 |
| 1178 |    9 |
| 1179 |    6 |
| 1180 |    9 |
| 1181 |    6 |
| 1183 |    6 |
| 1184 |    6 |
| 1185 |   12 |
| 1186 |    3 |
| 1188 |    3 |
| 1190 |    3 |
| 1191 |    3 |
| 1192 |   18 |
| 1193 |    6 |
| 1194 |    9 |
| 1195 |    6 |
| 1196 |    6 |
| 1197 |   12 |
| 1198 |   15 |
| 1201 |    3 |
| 1202 |   18 |
| 1203 |    6 |
| 1204 |    6 |
| 1205 |    6 |
| 1206 |    3 |
| 1208 |    3 |
| 1209 |   36 |
| 1211 |    6 |
| 1212 |    6 |
| 1214 |    9 |
| 1215 |    9 |
| 1216 |    3 |
| 1218 |    6 |
| 1219 |    6 |
| 1220 |    6 |
| 1221 |    9 |
| 1222 |    6 |
| 1223 |    3 |
| 1225 |   15 |
| 1226 |    3 |
| 1227 |    3 |
| 1228 |    6 |
| 1229 |    3 |
| 1231 |   15 |
| 1232 |    6 |
| 1233 |    3 |
| 1234 |    9 |
| 1235 |    6 |
| 1237 |    3 |
| 1238 |    9 |
| 1239 |    3 |
| 1240 |    6 |
| 1241 |   12 |
| 1242 |    3 |
| 1243 |    6 |
| 1244 |   18 |
| 1245 |    3 |
| 1246 |    3 |
| 1247 |    9 |
| 1248 |   12 |
| 1249 |    6 |
| 1250 |    9 |
| 1251 |    9 |
| 1252 |    9 |
| 1254 |    6 |
| 1256 |    3 |
| 1257 |    6 |
| 1260 |    6 |
| 1261 |    3 |
| 1262 |    6 |
| 1263 |   21 |
| 1264 |   21 |
| 1267 |    9 |
| 1270 |    9 |
| 1271 |    6 |
| 1274 |    3 |
| 1278 |    6 |
| 1279 |    3 |
| 1280 |    6 |
| 1281 |    9 |
| 1283 |   12 |
| 1285 |   12 |
| 1286 |    9 |
| 1287 |    3 |
| 1288 |    3 |
| 1289 |    3 |
| 1294 |    3 |
| 1297 |    9 |
| 1300 |    3 |
| 1301 |    6 |
| 1302 |    3 |
| 1303 |   15 |
| 1304 |    6 |
| 1306 |    6 |
| 1308 |    9 |
| 1310 |    3 |
| 1312 |   12 |
| 1313 |    9 |
| 1314 |    3 |
| 1315 |    6 |
| 1316 |   12 |
| 1319 |    6 |
| 1320 |    9 |
| 1321 |    9 |
| 1322 |    6 |
| 1323 |   15 |
| 1324 |    3 |
| 1325 |    6 |
| 1326 |    3 |
| 1327 |    9 |
| 1328 |    6 |
| 1329 |    6 |
| 1330 |    9 |
| 1332 |    3 |
| 1333 |    3 |
| 1336 |    6 |
| 1337 |    3 |
| 1338 |    3 |
| 1339 |    9 |
| 1340 |    9 |
| 1341 |    6 |
| 1342 |    3 |
| 1343 |    6 |
| 1344 |    6 |
| 1347 |   18 |
| 1348 |    6 |
| 1349 |    9 |
| 1351 |    9 |
| 1352 |    6 |
| 1353 |    6 |
| 1354 |    9 |
| 1355 |   27 |
| 1356 |    9 |
| 1357 |    6 |
| 1358 |    9 |
| 1359 |    6 |
| 1360 |    6 |
| 1361 |    6 |
| 1362 |    6 |
| 1363 |    6 |
| 1364 |    9 |
| 1365 |    9 |
| 1366 |    6 |
| 1368 |   12 |
| 1371 |   15 |
| 1372 |    9 |
| 1373 |   18 |
| 1374 |    9 |
| 1375 |   24 |
| 1376 |    6 |
| 1379 |   12 |
| 1380 |   12 |
| 1381 |    3 |
| 1382 |    3 |
| 1383 |   12 |
| 1384 |   18 |
| 1385 |   18 |
| 1386 |    3 |
| 1387 |    9 |
| 1389 |    6 |
| 1391 |    6 |
| 1392 |    6 |
| 1393 |   12 |
| 1394 |    3 |
| 1396 |   12 |
| 1398 |    9 |
| 1399 |    6 |
| 1400 |    6 |
| 1402 |    3 |
| 1405 |    6 |
| 1406 |    6 |
| 1407 |    3 |
| 1408 |    6 |
| 1409 |    6 |
| 1410 |    6 |
| 1411 |    6 |
| 1412 |    6 |
| 1414 |    6 |
| 1416 |    6 |
| 1417 |    9 |
| 1418 |   12 |
| 1419 |   30 |
| 1420 |    6 |
| 1421 |    6 |
| 1422 |    9 |
| 1423 |   15 |
| 1424 |    6 |
| 1426 |   24 |
| 1427 |    9 |
| 1428 |    6 |
| 1429 |    6 |
| 1431 |    3 |
| 1432 |    6 |
| 1436 |    6 |
| 1437 |    3 |
| 1438 |    3 |
| 1439 |    6 |
| 1440 |    9 |
| 1441 |    6 |
| 1443 |   18 |
| 1444 |    6 |
| 1445 |    6 |
| 1446 |    6 |
| 1457 |    6 |
| 1458 |    6 |
| 1459 |    6 |
| 1460 |    3 |
| 1461 |    6 |
| 1462 |    6 |
| 1464 |    9 |
| 1466 |    6 |
| 1468 |    6 |
| 1469 |    6 |
| 1470 |   15 |
| 1471 |    6 |
| 1472 |    6 |
| 1473 |   18 |
| 1474 |    3 |
| 1475 |    6 |
| 1478 |    6 |
| 1479 |    9 |
| 1480 |    3 |
| 1481 |    6 |
| 1482 |   12 |
| 1483 |    6 |
| 1484 |    6 |
| 1485 |    6 |
| 1486 |    6 |
| 1487 |    6 |
| 1488 |    3 |
| 1489 |    6 |
| 1490 |   12 |
| 1491 |    6 |
| 1493 |    9 |
| 1494 |    6 |
| 1495 |   21 |
| 1496 |   15 |
| 1497 |   15 |
| 1498 |    3 |
| 1499 |    9 |
| 1501 |    9 |
| 1502 |    9 |
| 1503 |    6 |
| 1504 |    9 |
| 1506 |    6 |
| 1507 |    6 |
| 1508 |    6 |
| 1509 |    6 |
| 1511 |    6 |
| 1513 |    3 |
| 1514 |    3 |
| 1516 |    6 |
| 1519 |   24 |
| 1523 |    6 |
| 1527 |    6 |
| 1530 |   12 |
| 1536 |    9 |
| 1540 |    3 |
| 1541 |    3 |
| 1545 |    6 |
| 1548 |    6 |
| 1550 |    3 |
| 1551 |    3 |
| 1553 |   12 |
| 1554 |    6 |
| 1555 |    6 |
| 1556 |   12 |
| 1557 |    6 |
| 1560 |    3 |
| 1562 |    6 |
| 1563 |    3 |
| 1565 |    6 |
| 1566 |    6 |
| 1567 |    3 |
| 1568 |    6 |
| 1569 |    6 |
| 1571 |    6 |
| 1572 |    9 |
| 1574 |    6 |
| 1575 |    6 |
| 1576 |    6 |
| 1577 |    3 |
| 1578 |    6 |
| 1579 |    3 |
| 1581 |    3 |
| 1582 |    6 |
| 1584 |    6 |
| 1587 |    3 |
| 1588 |    3 |
| 1589 |    3 |
| 1590 |    3 |
| 1591 |    6 |
| 1592 |    3 |
| 1594 |    6 |
| 1595 |    6 |
| 1596 |    3 |
| 1597 |    3 |
| 1598 |    3 |
| 1599 |    6 |
| 1600 |    3 |
| 1601 |    3 |
| 1602 |    3 |
| 1603 |    3 |
| 1604 |    6 |
| 1605 |    3 |
| 1606 |    3 |
| 1609 |    6 |
| 1610 |    3 |
| 1611 |    9 |
| 1612 |    6 |
| 1613 |    6 |
| 1617 |    6 |
| 1619 |    6 |
| 1620 |    3 |
| 1623 |    3 |
| 1625 |    9 |
| 1626 |    3 |
| 1627 |    6 |
| 1629 |    3 |
| 1630 |    6 |
| 1631 |    3 |
| 1635 |    3 |
| 1636 |    9 |
| 1638 |    3 |
| 1639 |    3 |
| 1640 |    3 |
| 1641 |    3 |
| 1642 |    3 |
| 1643 |    6 |
| 1644 |    3 |
| 1645 |    3 |
| 1646 |    6 |
| 1648 |    3 |
| 1649 |    3 |
| 1650 |    6 |
| 1651 |    3 |
| 1654 |    3 |
| 1655 |    6 |
| 1656 |    6 |
| 1657 |    3 |
| 1658 |    9 |
| 1659 |    3 |
| 1660 |    6 |
| 1661 |   12 |
| 1663 |    6 |
| 1664 |    6 |
| 1665 |    9 |
| 1666 |    3 |
| 1667 |    3 |
| 1668 |    9 |
| 1669 |    3 |
| 1670 |    9 |
| 1671 |   15 |
| 1672 |    6 |
| 1673 |    3 |
| 1674 |    9 |
| 1675 |   12 |
| 1676 |    6 |
| 1677 |    6 |
| 1678 |    3 |
| 1679 |    3 |
| 1680 |    6 |
| 1681 |    3 |
| 1682 |   15 |
| 1683 |    6 |
| 1684 |    6 |
| 1685 |    9 |
| 1686 |    3 |
| 1687 |   15 |
| 1688 |    9 |
| 1689 |    3 |
| 1690 |    3 |
| 1691 |    6 |
| 1692 |    3 |
| 1693 |    6 |
| 1694 |   12 |
| 1695 |   15 |
| 1696 |   12 |
| 1697 |    3 |
| 1698 |   18 |
| 1699 |    9 |
| 1700 |    3 |
| 1701 |   12 |
| 1702 |   15 |
| 1703 |    3 |
| 1704 |    6 |
| 1705 |    6 |
| 1706 |    6 |
| 1707 |   24 |
| 1708 |   12 |
| 1709 |    3 |
| 1710 |   12 |
| 1711 |    6 |
| 1717 |    3 |
| 1718 |    3 |
| 1719 |    3 |
| 1720 |    3 |
| 1722 |    6 |
| 1723 |    6 |
| 1724 |    6 |
| 1725 |    3 |
| 1727 |    9 |
| 1728 |    3 |
| 1729 |    3 |
| 1730 |    6 |
| 1731 |    6 |
| 1732 |    3 |
| 1733 |    3 |
| 1735 |    6 |
| 1736 |   15 |
| 1737 |    9 |
| 1738 |   12 |
| 1740 |    3 |
| 1741 |    3 |
| 1742 |    6 |
| 1743 |    3 |
| 1744 |    3 |
| 1745 |    6 |
| 1746 |    9 |
| 1747 |    6 |
| 1748 |    9 |
| 1749 |    6 |
| 1750 |   12 |
| 1751 |    3 |
| 1752 |    3 |
| 1753 |    6 |
| 1754 |   21 |
| 1755 |    3 |
| 1756 |    6 |
| 1757 |   15 |
| 1758 |   15 |
| 1759 |    6 |
| 1760 |    3 |
| 1761 |    9 |
| 1762 |    3 |
| 1763 |    6 |
| 1764 |    3 |
| 1765 |   15 |
| 1766 |    3 |
| 1767 |    3 |
| 1768 |    3 |
| 1769 |    6 |
| 1770 |   12 |
| 1771 |    3 |
| 1772 |    6 |
| 1773 |   15 |
| 1774 |    6 |
| 1775 |    3 |
| 1776 |    3 |
| 1778 |    6 |
| 1779 |    9 |
| 1780 |   12 |
| 1781 |   12 |
| 1782 |    9 |
| 1783 |    6 |
| 1784 |    6 |
| 1801 |    3 |
| 1802 |    6 |
| 1807 |    6 |
| 1811 |    6 |
| 1812 |    6 |
| 1816 |    6 |
| 1817 |    3 |
| 1818 |    3 |
| 1819 |    9 |
| 1820 |    9 |
| 1821 |   12 |
| 1822 |    6 |
| 1823 |   12 |
| 1824 |    6 |
| 1825 |    6 |
| 1826 |    6 |
| 1827 |   39 |
| 1828 |    6 |
| 1829 |    3 |
| 1831 |    3 |
| 1833 |    6 |
| 1834 |    3 |
| 1835 |   24 |
| 1836 |    3 |
| 1837 |    6 |
| 1839 |    3 |
| 1840 |    9 |
| 1841 |    6 |
| 1842 |    9 |
| 1843 |    6 |
| 1844 |    9 |
| 1845 |    9 |
| 1846 |    9 |
| 1847 |    9 |
| 1848 |    3 |
| 1849 |    3 |
| 1850 |    3 |
| 1851 |    6 |
| 1852 |    6 |
| 1853 |    6 |
| 1854 |    6 |
| 1855 |    3 |
| 1857 |    3 |
| 1858 |    6 |
| 1859 |    6 |
| 1860 |    6 |
| 1861 |    6 |
| 1862 |    3 |
| 1863 |    9 |
| 1864 |    9 |
| 1865 |    6 |
| 1866 |   12 |
| 1868 |    3 |
| 1871 |    3 |
| 1872 |    6 |
| 1873 |    6 |
| 1874 |    3 |
| 1875 |   12 |
| 1876 |    9 |
| 1879 |    6 |
| 1880 |    9 |
| 1881 |    9 |
| 1882 |    6 |
| 1883 |    6 |
| 1884 |    6 |
| 1886 |    6 |
| 1888 |    6 |
| 1889 |    6 |
| 1890 |    3 |
| 1891 |    6 |
| 1893 |    3 |
| 1894 |    3 |
| 1895 |    3 |
| 1896 |    6 |
| 1897 |    6 |
| 1898 |    6 |
| 1899 |    3 |
| 1900 |    6 |
| 1901 |    6 |
| 1902 |   18 |
| 1903 |    6 |
| 1904 |    6 |
| 1905 |    6 |
| 1906 |   12 |
| 1907 |    3 |
| 1908 |    6 |
| 1910 |    9 |
| 1911 |    9 |
| 1913 |    9 |
| 1914 |    3 |
| 1915 |   21 |
| 1917 |    3 |
| 1918 |   12 |
| 1919 |    3 |
| 1920 |   12 |
| 1922 |   15 |
| 1923 |   15 |
| 1924 |   15 |
| 1925 |    9 |
| 1926 |    3 |
| 1927 |   15 |
| 1928 |   12 |
| 1930 |    6 |
| 1931 |   21 |
| 1933 |    9 |
| 1934 |    6 |
| 1936 |    3 |
| 1937 |    6 |
| 1938 |   15 |
| 1939 |    6 |
| 1941 |    6 |
| 1942 |    6 |
| 1943 |    3 |
| 1944 |    9 |
| 1945 |    9 |
| 1947 |    6 |
| 1948 |    6 |
| 1949 |    9 |
| 1951 |   12 |
| 1952 |   12 |
| 1953 |    6 |
| 1954 |    9 |
| 1955 |    6 |
| 1956 |    9 |
| 1957 |    9 |
| 1958 |    6 |
| 1959 |    9 |
| 1960 |    9 |
| 1961 |    9 |
| 1962 |    6 |
| 1963 |    9 |
| 1964 |    9 |
| 1966 |    6 |
| 1967 |    9 |
| 1969 |    9 |
| 1970 |    9 |
| 1971 |   12 |
| 1972 |   12 |
| 1973 |    3 |
| 1974 |    6 |
| 1975 |    6 |
| 1976 |    6 |
| 1978 |    6 |
| 1979 |    3 |
| 1980 |    9 |
| 1981 |    6 |
| 1983 |    6 |
| 1984 |    6 |
| 1985 |    6 |
| 1986 |    9 |
| 1987 |    6 |
| 1988 |    6 |
| 1990 |    3 |
| 1991 |    6 |
| 1992 |    6 |
| 1993 |    6 |
| 1994 |    9 |
| 1995 |    6 |
| 1996 |    9 |
| 1999 |    9 |
| 2000 |    9 |
| 2001 |   12 |
| 2004 |   18 |
| 2005 |    9 |
| 2006 |   12 |
| 2007 |    6 |
| 2009 |   18 |
| 2010 |    6 |
| 2011 |    6 |
| 2012 |    9 |
| 2013 |    3 |
| 2014 |   15 |
| 2015 |    9 |
| 2017 |    6 |
| 2018 |    3 |
| 2019 |   12 |
| 2020 |    6 |
| 2022 |    9 |
| 2023 |    6 |
| 2024 |    6 |
| 2026 |    6 |
| 2027 |    9 |
| 2028 |    9 |
| 2029 |    9 |
| 2030 |    9 |
| 2031 |    6 |
| 2032 |    3 |
| 2033 |    6 |
| 2036 |    6 |
| 2037 |    3 |
| 2038 |    9 |
| 2039 |    6 |
| 2040 |    9 |
| 2052 |    6 |
| 2053 |   12 |
| 2054 |   15 |
| 2055 |    6 |
| 2056 |    9 |
| 2057 |    9 |
| 2058 |   12 |
| 2059 |    9 |
| 2060 |   12 |
| 2061 |    9 |
| 2062 |   12 |
| 2063 |    3 |
| 2064 |    6 |
| 2065 |    6 |
| 2066 |    6 |
| 2067 |    9 |
| 2068 |    6 |
| 2069 |    6 |
| 2070 |    6 |
| 2072 |    3 |
| 2073 |   15 |
| 2074 |   15 |
| 2075 |   12 |
| 2076 |   18 |
| 2077 |    6 |
| 2078 |    6 |
| 2079 |    6 |
| 2080 |    3 |
| 2081 |    3 |
| 2082 |    9 |
| 2083 |    3 |
| 2084 |    9 |
| 2085 |    9 |
| 2086 |   12 |
| 2087 |    9 |
| 2088 |    6 |
| 2089 |    6 |
| 2090 |    9 |
| 2091 |    9 |
| 2092 |    3 |
| 2093 |    6 |
| 2094 |   12 |
| 2095 |    9 |
| 2096 |    9 |
| 2097 |    9 |
| 2098 |   12 |
| 2099 |   12 |
| 2100 |   12 |
| 2101 |    9 |
| 2102 |   12 |
| 2104 |    9 |
| 2105 |    6 |
| 2106 |    3 |
| 2107 |   39 |
| 2108 |   18 |
| 2109 |    3 |
| 2110 |   18 |
| 2112 |    9 |
| 2113 |   12 |
| 2114 |    6 |
| 2115 |    6 |
| 2118 |    3 |
| 2119 |    3 |
| 2120 |    3 |
| 2121 |    3 |
| 2122 |    9 |
| 2123 |    3 |
| 2125 |    3 |
| 2126 |   12 |
| 2127 |   12 |
| 2128 |    9 |
| 2129 |    9 |
| 2130 |    9 |
