mysql> SELECT FS_ID,MEM_ID,SUM(INCOME1)+SUM(INCOME2)+SUM(INCOME3)+SUM(INCOME4) AS CY ,COUNT(MEM_ID)AS MONTHS_COUNT FROM INCOME GROUP BY FS_ID,MEM_ID ;
+-------+--------+-------+--------------+
| FS_ID | MEM_ID | CY    | MONTHS_COUNT |
|  1961 |      2 |     0 |            3 |
|  1961 |      3 |     0 |            3 |
|  1962 |      1 | 12345 |            3 |
|  1962 |      2 |  3921 |            3 |
|  1963 |      1 |  3600 |            3 |
|  1963 |      2 |     0 |            3 |
|  1963 |      3 |  2493 |            3 |
|  1964 |      1 |  3750 |            3 |
|  1964 |      2 |     0 |            3 |
|  1964 |      3 |  4257 |            3 |
|  1966 |      1 |  3600 |            3 |
|  1966 |      3 |  3546 |            3 |
|  1967 |      1 |  3600 |            3 |
|  1967 |      2 |     0 |            3 |
|  1967 |      3 |  3900 |            3 |
|  1969 |      1 |  9000 |            3 |
|  1969 |      2 |     0 |            3 |
|  1969 |      3 |  2892 |            3 |
|  1970 |      1 | 10695 |            3 |
|  1970 |      2 |     0 |            3 |
|  1970 |      3 |     0 |            3 |
|  1971 |      1 |  8421 |            3 |
|  1971 |      2 |     0 |            3 |
|  1971 |      3 |  4278 |            3 |
|  1971 |      4 |  7134 |            3 |
|  1972 |      1 |  3600 |            3 |
|  1972 |      2 |     0 |            3 |
|  1972 |      3 |  3201 |            3 |
|  1972 |      4 |  3543 |            3 |
|  1973 |      1 |  3600 |            3 |
|  1974 |      1 |  3600 |            3 |
|  1974 |      2 |     0 |            3 |
|  1975 |      1 |  3000 |            3 |
|  1975 |      2 |     0 |            3 |
|  1976 |      1 | 11634 |            3 |
|  1976 |      2 |  4995 |            3 |
|  1978 |      1 | 10566 |            3 |
|  1978 |      2 |  3210 |            3 |
|  1979 |      1 |  4500 |            3 |
|  1980 |      1 |     0 |            3 |
|  1980 |      3 |  3567 |            3 |
|  1980 |      5 |  3210 |            3 |
|  1981 |      1 |  1785 |            3 |
|  1981 |      2 |  2499 |            3 |
|  1983 |      1 |  6600 |            3 |
|  1983 |      2 |  4209 |            3 |
|  1984 |      1 |  2100 |            3 |
|  1984 |      2 |     0 |            3 |
|  1985 |      1 |  7809 |            3 |
|  1985 |      2 |     0 |            3 |
|  1986 |      1 |  8259 |            3 |
|  1986 |      2 |  6423 |            3 |
|  1986 |      3 |     0 |            3 |
|  1987 |      1 |  3900 |            3 |
|  1987 |      2 |     0 |            3 |
|  1988 |      1 | 14529 |            3 |
|  1988 |      2 |     0 |            3 |
|  1990 |      1 | 15900 |            3 |
|  1991 |      1 |  2100 |            3 |
|  1991 |      2 |  5709 |            3 |
|  1992 |      1 |  9384 |            3 |
|  1992 |      2 |  5352 |            3 |
|  1993 |      1 | 14229 |            3 |
|  1993 |      2 |  7134 |            3 |
|  1994 |      1 |  4500 |            3 |
|  1994 |      2 |     0 |            3 |
|  1994 |      3 |     0 |            3 |
|  1995 |      1 |  9852 |            3 |
|  1995 |      2 |  3567 |            3 |
|  1996 |      1 |  4500 |            3 |
|  1996 |      2 |     0 |            3 |
|  1996 |      3 |  3543 |            3 |
|  1999 |      1 |  4500 |            3 |
|  1999 |      3 |  3567 |            3 |
|  1999 |      6 |  1950 |            3 |
|  2000 |      1 |  4500 |            3 |
|  2000 |      2 |     0 |            3 |
|  2000 |      6 |  2319 |            3 |
|  2001 |      1 | 16815 |            3 |
|  2001 |      2 |     0 |            3 |
|  2001 |      3 |  4281 |            3 |
|  2001 |      4 |  3924 |            3 |
|  2004 |      1 |  5400 |            3 |
|  2004 |      3 |  2427 |            3 |
|  2004 |      5 |  4032 |            3 |
|  2004 |      6 |     0 |            3 |
|  2004 |      7 |  3285 |            3 |
|  2004 |      8 |     0 |            3 |
|  2005 |      1 |  4500 |            3 |
|  2005 |      2 |     0 |            3 |
|  2005 |      3 |  4458 |            3 |
|  2006 |      1 |  1800 |            3 |
|  2006 |      3 |  2136 |            3 |
|  2006 |      6 |     0 |            3 |
|  2006 |      7 |     0 |            3 |
|  2007 |      1 |  5478 |            3 |
|  2007 |      2 |  2457 |            3 |
|  2009 |      1 |  6258 |            3 |
|  2009 |      2 |     0 |            3 |
|  2009 |      3 |     0 |            3 |
|  2009 |      4 |     0 |            3 |
|  2009 |      5 |     0 |            3 |
|  2009 |      6 |     0 |            3 |
|  2010 |      1 |  5367 |            3 |
|  2010 |      2 |  4278 |            3 |
|  2011 |      1 |  4971 |            3 |
|  2011 |      2 |  4635 |            3 |
|  2012 |      1 |  1350 |            3 |
|  2012 |      3 |     0 |            3 |
|  2012 |      4 |     0 |            3 |
|  2013 |      1 |  1500 |            3 |
|  2014 |      1 |  5067 |            3 |
|  2014 |      2 |     0 |            3 |
|  2014 |      3 |  3741 |            3 |
|  2014 |      4 |  2940 |            3 |
|  2014 |      5 |     0 |            3 |
|  2015 |      1 |  6207 |            3 |
|  2015 |      2 |  3900 |            3 |
|  2015 |      7 |     0 |            3 |
|  2017 |      1 |  5481 |            3 |
|  2017 |      2 |  5352 |            3 |
|  2018 |      1 |  5724 |            3 |
|  2019 |      1 |  1350 |            3 |
|  2019 |      2 |     0 |            3 |
|  2019 |      3 |  2499 |            3 |
|  2019 |      4 |     0 |            3 |
|  2020 |      1 |  1800 |            3 |
|  2020 |      2 |  2853 |            3 |
|  2022 |      1 |  2400 |            3 |
|  2022 |      2 |     0 |            3 |
|  2022 |      3 |     0 |            3 |
|  2023 |      1 |  4617 |            3 |
|  2023 |      2 |  3408 |            3 |
|  2024 |      1 |  4767 |            3 |
|  2024 |      2 |  5352 |            3 |
|  2026 |      1 |     0 |            3 |
|  2026 |      2 |  8823 |            3 |
|  2027 |      1 |  1650 |            3 |
|  2027 |      2 |     0 |            3 |
|  2027 |      3 |  5709 |            3 |
|  2028 |      1 |  1650 |            3 |
|  2028 |      3 |  2499 |            3 |
|  2028 |      4 |  2139 |            3 |
|  2029 |      1 |     0 |            3 |
|  2029 |      2 |   600 |            3 |
|  2029 |      3 |  2676 |            3 |
|  2030 |      1 |     0 |            3 |
|  2030 |      2 |     0 |            3 |
|  2030 |      3 |  2961 |            3 |
|  2031 |      1 |  3924 |            3 |
|  2031 |      2 |  2640 |            3 |
|  2032 |      1 |  3123 |            3 |
|  2033 |      1 |  5352 |            3 |
|  2033 |      2 |  2283 |            3 |
|  2036 |      1 |  3924 |            3 |
|  2036 |      2 |  3210 |            3 |
|  2037 |      1 |  2499 |            3 |
|  2038 |      1 |     0 |            3 |
|  2038 |      2 |  2784 |            3 |
|  2038 |      4 |     0 |            3 |
|  2039 |      1 |     0 |            3 |
|  2039 |      2 |     0 |            3 |
|  2040 |      1 |  2853 |            3 |
|  2040 |      2 |     0 |            3 |
|  2040 |      3 |     0 |            3 |
|  2052 |      1 |  7335 |            3 |
|  2052 |      2 |  6777 |            3 |
|  2053 |      1 |  3600 |            3 |
|  2053 |      2 |     0 |            3 |
|  2053 |      3 |  9627 |            3 |
|  2053 |      4 |  4101 |            3 |
|  2054 |      1 |  3300 |            3 |
|  2054 |      2 |     0 |            3 |
|  2054 |      3 |     0 |            3 |
|  2054 |      4 |     0 |            3 |
|  2054 |      5 |     0 |            3 |
|  2055 |      1 |  6069 |            3 |
|  2055 |      2 |  5883 |            3 |
|  2056 |      1 | 12102 |            3 |
|  2056 |      2 |  3207 |            3 |
|  2056 |      3 |     0 |            3 |
|  2057 |      1 |  3300 |            3 |
|  2057 |      2 |     0 |            3 |
|  2057 |      3 |  3744 |            3 |
|  2058 |      1 | 11982 |            3 |
|  2058 |      2 |     0 |            3 |
|  2058 |      3 |     0 |            3 |
|  2058 |      4 |     0 |            3 |
|  2059 |      1 |  3300 |            3 |
|  2059 |      2 |     0 |            3 |
|  2059 |      3 |     0 |            3 |
|  2060 |      1 |  3000 |            3 |
|  2060 |      2 |     0 |            3 |
|  2060 |      3 |     0 |            3 |
|  2060 |      4 |     0 |            3 |
|  2061 |      1 |  3300 |            3 |
|  2061 |      2 |     0 |            3 |
|  2061 |      3 |  4458 |            3 |
|  2062 |      1 | 12969 |            3 |
|  2062 |      2 |     0 |            3 |
|  2062 |      3 |  2142 |            3 |
|  2062 |     13 |  1785 |            3 |
|  2063 |      1 |  4500 |            3 |
|  2064 |      1 |  9252 |            3 |
|  2064 |      2 |  3750 |            3 |
|  2065 |      1 | 16983 |            3 |
|  2065 |      3 |  2781 |            3 |
|  2066 |      1 |  4500 |            3 |
|  2066 |      2 |     0 |            3 |
|  2067 |      1 |  4200 |            3 |
|  2067 |      2 |     0 |            3 |
|  2067 |      4 |  3567 |            3 |
|  2068 |      1 |  5925 |            3 |
|  2068 |      2 |  2712 |            3 |
|  2069 |      1 |  4500 |            3 |
|  2069 |      3 |  2676 |            3 |
|  2070 |      1 |  9495 |            3 |
|  2070 |      2 |  3924 |            3 |
|  2072 |      1 |  3000 |            3 |
|  2073 |      1 |  3000 |            3 |
|  2073 |     12 |  2565 |            3 |
|  2073 |     13 |  5847 |            3 |
|  2073 |     19 |     0 |            3 |
|  2073 |     21 |  8847 |            3 |
|  2074 |      1 |  3000 |            3 |
|  2074 |      2 |     0 |            3 |
|  2074 |      3 |  4524 |            3 |
|  2074 |      6 |     0 |            3 |
|  2074 |      7 |     0 |            3 |
|  2075 |      1 |  3000 |            3 |
|  2075 |      2 |     0 |            3 |
|  2075 |      3 |  3027 |            3 |
|  2075 |      4 |  3207 |            3 |
|  2076 |      1 |  3000 |            3 |
|  2076 |      3 |  3672 |            3 |
|  2076 |      4 |  4278 |            3 |
|  2076 |      5 |  3387 |            3 |
|  2076 |      6 |  5097 |            3 |
|  2076 |      7 |     0 |            3 |
|  2077 |      1 |  9651 |            3 |
|  2077 |      2 |  4128 |            3 |
|  2078 |      1 |  6720 |            3 |
|  2078 |      2 |  1782 |            3 |
|  2079 |      1 |  2700 |            3 |
|  2079 |     11 |  NULL |            3 |
|  2080 |      1 |  2400 |            3 |
|  2081 |      1 |  2400 |            3 |
|  2082 |      1 |  7635 |            3 |
|  2082 |      2 |  4992 |            3 |
|  2082 |      3 |     0 |            3 |
|  2083 |      1 |  6936 |            3 |
|  2084 |      1 |  3000 |            3 |
|  2084 |      2 |  3744 |            3 |
|  2084 |      3 |     0 |            3 |
|  2085 |      1 |  5901 |            3 |
|  2085 |      2 |     0 |            3 |
|  2085 |      3 |     0 |            3 |
|  2086 |      1 |  6909 |            3 |
|  2086 |      2 |  3420 |            3 |
|  2086 |      3 |     0 |            3 |
|  2086 |      6 |     0 |            3 |
|  2087 |      1 |  7158 |            3 |
|  2087 |      2 |     0 |            3 |
|  2087 |      3 |     0 |            3 |
|  2088 |      1 |  6744 |            3 |
|  2088 |      2 |  3207 |            3 |
|  2089 |      1 |  3000 |            3 |
|  2089 |      3 |  8166 |            3 |
|  2090 |      1 |  7812 |            3 |
|  2090 |      6 |     0 |            3 |
|  2090 |      7 |  3207 |            3 |
|  2091 |      1 |  3000 |            3 |
|  2091 |      2 |     0 |            3 |
|  2091 |      3 |  3207 |            3 |
|  2092 |      1 | 10311 |            3 |
|  2093 |      1 |  3000 |            3 |
|  2093 |      2 |     0 |            3 |
|  2094 |      1 |  3000 |            3 |
|  2094 |      2 |     0 |            3 |
|  2094 |      3 |  2850 |            3 |
|  2094 |      4 |  3207 |            3 |
|  2095 |      1 |  2400 |            3 |
|  2095 |      2 |  2136 |            3 |
|  2095 |      3 |  3567 |            3 |
|  2096 |      1 |  3000 |            3 |
|  2096 |      2 |     0 |            3 |
|  2096 |      3 |     0 |            3 |
|  2097 |      1 |  3600 |            3 |
|  2097 |      2 |  8382 |            3 |
|  2097 |      3 |  4812 |            3 |
|  2098 |      1 |  2400 |            3 |
|  2098 |      3 |     0 |            3 |
|  2098 |     12 |  3207 |            3 |
|  2098 |     13 |  2850 |            3 |
|  2099 |      1 |  2700 |            3 |
|  2099 |      2 |  3387 |            3 |
|  2099 |      5 |  1995 |            3 |
|  2099 |      7 |  3027 |            3 |
|  2100 |      1 |  6051 |            3 |
|  2100 |      2 |     0 |            3 |
|  2100 |      3 | 10167 |            3 |
|  2100 |      4 |     0 |            3 |
|  2101 |      1 |  3000 |            3 |
|  2101 |      2 |     0 |            3 |
|  2101 |      3 |  4278 |            3 |
|  2102 |      1 |  8592 |            3 |
|  2102 |      2 |     0 |            3 |
|  2102 |     11 |  6060 |            3 |
|  2102 |     12 |  3567 |            3 |
|  2104 |      1 | 10740 |            3 |
|  2104 |      2 |     0 |            3 |
|  2104 |      3 |     0 |            3 |
|  2105 |      1 |  3900 |            3 |
|  2105 |      2 |  5349 |            3 |
|  2106 |      1 | 10149 |            3 |
|  2107 |      1 |  4500 |            3 |
|  2107 |      2 |     0 |            3 |
|  2107 |      3 |     0 |            3 |
|  2107 |      4 |     0 |            3 |
|  2107 |      5 |     0 |            3 |
|  2107 |      6 |     0 |            3 |
|  2107 |      7 |     0 |            3 |
|  2107 |      8 |     0 |            3 |
|  2107 |      9 |     0 |            3 |
|  2107 |     10 |     0 |            3 |
|  2107 |     11 |     0 |            3 |
|  2107 |     12 |     0 |            3 |
|  2107 |     13 |     0 |            3 |
|  2108 |      1 | 10203 |            3 |
|  2108 |      2 |     0 |            3 |
|  2108 |      3 |     0 |            3 |
|  2108 |      4 |     0 |            3 |
|  2108 |      5 |     0 |            3 |
|  2108 |      6 |     0 |            3 |
|  2109 |      1 |  9849 |            3 |
|  2110 |      1 |  4500 |            3 |
|  2110 |      2 |  3207 |            3 |
|  2110 |      3 |  2673 |            3 |
|  2110 |      4 |  2673 |            3 |
|  2110 |      6 |     0 |            3 |
|  2110 |      7 |     0 |            3 |
|  2112 |      1 | 19650 |            3 |
|  2112 |      2 |  7845 |            3 |
|  2112 |      3 |  6060 |            3 |
|  2113 |      1 |  4800 |            3 |
|  2113 |      2 |     0 |            3 |
|  2113 |      3 |     0 |            3 |
|  2113 |      8 |     0 |            3 |
|  2114 |      1 |  7155 |            3 |
|  2114 |      2 |  2445 |            3 |
|  2115 |      1 |  1800 |            3 |
|  2115 |      2 |  6777 |            3 |
|  2118 |      1 |  6342 |            3 |
|  2119 |      1 |  5250 |            3 |
|  2120 |      1 |  1050 |            3 |
|  2121 |      1 |  7353 |            3 |
|  2122 |      1 |  1350 |            3 |
|  2122 |      3 |  3207 |            3 |
|  2122 |      8 |  5349 |            3 |
|  2123 |      1 |  1500 |            3 |
|  2125 |      1 |  4350 |            3 |
|  2126 |      1 |  8403 |            3 |
|  2126 |      2 |  2850 |            3 |
|  2126 |      3 |     0 |            3 |
|  2126 |      4 |     0 |            3 |
|  2127 |      1 |  8916 |            3 |
|  2127 |      2 |     0 |            3 |
|  2127 |      3 |     0 |            3 |
|  2127 |      5 |     0 |            3 |
|  2128 |      1 |  7692 |            3 |
|  2128 |      2 |  4278 |            3 |
|  2128 |      3 |     0 |            3 |
|  2129 |      1 |  2700 |            3 |
|  2129 |      2 |     0 |            3 |
|  2129 |      3 |  3636 |            3 |
|  2130 |      1 |  2700 |            3 |
|  2130 |      2 |     0 |            3 |
|  2130 |      4 |  3636 |            3 |
|  2131 |      1 |  8760 |            3 |
|  2131 |      2 |  3876 |            3 |
|  2131 |      3 |     0 |            3 |
|  2133 |      1 |     0 |            3 |
|  2133 |      2 |     0 |            3 |
|  2133 |      3 |  5925 |            3 |
|  2133 |      4 |  4635 |            3 |
|  2133 |      5 |  5598 |            3 |
|  2133 |      6 |  5919 |            3 |
|  2133 |     11 |  5055 |            3 |
|  2133 |     12 |  2673 |            3 |
|  2133 |     15 |  3567 |            3 |
|  2134 |      1 |  2700 |            3 |
|  2134 |      2 |  2673 |            3 |
|  2134 |      3 |     0 |            3 |
|  2135 |      1 |  2700 |            3 |
|  2135 |      2 |  2316 |            3 |
|  2136 |      1 |  8832 |            3 |
|  2136 |      2 |  3315 |            3 |
|  2136 |      3 |     0 |            3 |
|  2136 |      4 |     0 |            3 |
|  2136 |      5 |     0 |            3 |
|  2137 |      1 |  3000 |            3 |
|  2137 |      3 |  2922 |            3 |
|  2138 |      1 |  8133 |            3 |
|  2139 |      1 |  8490 |            3 |
|  2139 |      2 |  2136 |            3 |
|  2140 |      1 |  7380 |            3 |
|  2141 |      1 |  4773 |            3 |
|  2141 |      2 |  3651 |            3 |
|  2141 |      3 |     0 |            3 |
|  2141 |      9 |  3387 |            3 |
|  2141 |     10 |  1959 |            3 |
|  2142 |      1 |  6288 |            3 |
|  2143 |      1 |  7020 |            3 |
|  2144 |      1 |  6321 |            3 |
|  2144 |      2 |  2559 |            3 |
|  2145 |      1 |  2400 |            3 |
|  2145 |      2 |     0 |            3 |
|  2146 |      1 |  5751 |            3 |
|  2146 |      2 |     0 |            3 |
|  2146 |      3 |     0 |            3 |
|  2147 |      1 |  2700 |            3 |
|  2147 |      2 |  1986 |            3 |
|  2148 |      1 |  2100 |            3 |
|  2148 |      2 |  1821 |            3 |
|  2150 |      1 |  1806 |            3 |
|  2151 |      1 |  1614 |            3 |
|  2151 |      2 |  1452 |            3 |
|  2153 |      1 |  1050 |            3 |
|  2153 |      2 |  8514 |            3 |
|  2154 |      1 |     0 |            3 |
|  2154 |      3 |   900 |            3 |
|  2154 |      4 |  1050 |            3 |
|  2154 |      8 |     0 |            3 |
|  2154 |     10 |  1250 |            3 |
|  2154 |     11 |   600 |            3 |
|  2154 |     15 |  1548 |            3 |
|  2155 |      1 |  2100 |            3 |
|  2155 |      2 |  3033 |            3 |
|  2155 |      3 |  4281 |            3 |
|  2155 |     13 |     0 |            3 |
|  2158 |      1 |  7134 |            3 |
|  2158 |      3 |  6777 |            3 |
|  2163 |      1 |  1128 |            3 |
|  2164 |      1 |   966 |            3 |
|  2164 |      2 |   798 |            3 |
|  2164 |      3 |   792 |            3 |
|  2167 |      1 |     0 |            3 |
|  2167 |      4 |   510 |            3 |
|  2167 |      5 |   645 |            3 |
|  2168 |      1 |  4842 |            3 |
|  2168 |      2 |  3210 |            3 |
|  2169 |      1 |  1350 |            3 |
|  2169 |      3 |  1050 |            3 |
|  2169 |      7 |     0 |            3 |
|  2170 |      1 |  2100 |            3 |
|  2170 |      2 |     0 |            3 |
|  2170 |      3 |     0 |            3 |
|  2172 |      1 |  5400 |            3 |
|  2172 |      2 |     0 |            3 |
|  2172 |      3 |     0 |            3 |
|  2172 |      6 |  1950 |            3 |
|  2173 |      1 |  7149 |            3 |
|  2173 |      2 |  6417 |            3 |
|  2177 |      1 |  4050 |            3 |
|  2177 |      2 |  2673 |            3 |
|  2178 |      1 |  1500 |            3 |
|  2178 |      2 |  4758 |            3 |
|  2178 |      3 |     0 |            3 |
|  2178 |      4 |     0 |            3 |
|  2178 |      5 |     0 |            3 |
|  2179 |      1 |   750 |            3 |
|  2179 |      3 |  1320 |            3 |
|  2179 |      4 |  3840 |            3 |
|  2180 |      1 |  7560 |            3 |
|  2180 |      2 |  3456 |            3 |
|  2181 |      1 |  2250 |            3 |
|  2181 |      2 |     0 |            3 |
|  2182 |      1 |   840 |            3 |
|  2182 |      2 |     0 |            3 |
|  2182 |      3 |  2781 |            3 |
|  2183 |      1 |  3552 |            3 |
|  2184 |      1 |  4137 |            3 |
|  2185 |      1 |  6303 |            3 |
|  2185 |      2 |     0 |            3 |
|  2185 |      3 |     0 |            3 |
|  2186 |      1 |  4518 |            3 |
|  2186 |      2 |  2457 |            3 |
|  2186 |      3 |     0 |            3 |
|  2187 |      1 |   450 |            3 |
|  2187 |      2 |   405 |            3 |
|  2188 |      1 |   540 |            3 |
|  2188 |      2 |   570 |            3 |
|  2189 |      1 |  1128 |            3 |
|  2190 |      1 |  1677 |            3 |
|  2190 |      2 |  1128 |            3 |
|  2191 |      1 |  1965 |            3 |
|  2191 |      2 |   741 |            3 |
|  2192 |      1 |  1452 |            3 |
|  2192 |      2 |  1677 |            3 |
|  2193 |      1 |  1836 |            3 |
|  2194 |      1 |  1446 |            3 |
|  2194 |      2 |  1671 |            3 |
|  2195 |      1 |   625 |            3 |
|  2195 |      2 |   565 |            3 |
|  2195 |      3 |     0 |            3 |
|  2195 |      4 |   535 |            3 |
|  2195 |      5 |   540 |            3 |
|  2196 |      1 |   810 |            3 |
|  2196 |      2 |     0 |            3 |
|  2196 |      3 |  1128 |            3 |
|  2196 |      4 |   900 |            3 |
|  2197 |      1 |  1677 |            3 |
|  2197 |      2 |  1677 |            3 |
|  2197 |      3 |  1677 |            3 |
|  2197 |      4 |  1773 |            3 |
|  2198 |      1 |   903 |            3 |
|  2198 |      2 |   600 |            3 |
|  2198 |      3 |  1677 |            3 |
|  2200 |      1 |  1677 |            3 |
|  2200 |      2 |   750 |            3 |
|  2200 |      3 |   600 |            3 |
|  2200 |      4 |  1674 |            3 |
|  2202 |      1 |  1776 |            3 |
|  2203 |      1 |  3057 |            3 |
|  2203 |      2 |     0 |            3 |
|  2204 |      1 |  1887 |            3 |
|  2204 |      2 |  1050 |            3 |
|  2205 |      1 |  2058 |            3 |
|  2205 |      2 |   903 |            3 |
|  2206 |      1 |  1350 |            3 |
|  2208 |      1 |  1752 |            3 |
|  2209 |      1 |  1839 |            3 |
|  2210 |      1 |  1974 |            3 |
|  2210 |      2 |     0 |            3 |
|  2210 |      3 |     0 |            3 |
|  2211 |      1 |  1452 |            3 |
|  2212 |      1 |  1020 |            3 |
|  2213 |      1 |   750 |            3 |
|  2213 |      2 |   840 |            3 |
|  2215 |      1 |   660 |            3 |
|  2215 |      2 |   450 |            3 |
|  2216 |      1 |   510 |            3 |
|  2216 |      2 |   450 |            3 |
|  2217 |      1 |   420 |            3 |
|  2217 |      2 |   447 |            3 |
|  2217 |      3 |   480 |            3 |
|  2218 |      1 |   390 |            3 |
|  2218 |      2 |   360 |            3 |
|  2220 |      1 |  1677 |            3 |
|  2220 |      2 |     0 |            3 |
|  2220 |      3 |     0 |            3 |
|  2221 |      1 |   540 |            3 |
|  2221 |      2 |   330 |            3 |
|  2223 |      1 |   450 |            3 |
|  2223 |      2 |   480 |            3 |
|  2224 |      1 |   480 |            3 |
|  2224 |      2 |   480 |            3 |
|  2224 |      3 |   480 |            3 |
|  2224 |      4 |   480 |            3 |
|  2225 |      1 |   270 |            3 |
|  2225 |      2 |   387 |            3 |
|  2227 |      1 |   900 |            3 |
|  2227 |      2 |   840 |            3 |
|  2228 |      1 |  1320 |            3 |
|  2229 |      1 |   750 |            3 |
|  2229 |      2 |   600 |            3 |
|  2229 |      3 |   360 |            3 |
|  2230 |      1 |  1350 |            3 |
|  2230 |      2 |     0 |            3 |
|  2230 |      3 |     0 |            3 |
|  2233 |      1 |  1500 |            3 |
|  2233 |      2 |     0 |            3 |
|  2233 |      3 |     0 |            3 |
|  2234 |      1 |   435 |            3 |
|  2234 |      2 |   445 |            3 |
|  2235 |      1 |  2571 |            3 |
|  2235 |      2 |     0 |            3 |
|  2235 |      3 |     0 |            3 |
|  2235 |      5 |     0 |            3 |
|  2235 |      6 |     0 |            3 |
|  2236 |      1 |   900 |            3 |
|  2236 |      2 |     0 |            3 |
|  2236 |      3 |   300 |            3 |
|  2238 |      1 |   750 |            3 |
|  2238 |      2 |     0 |            3 |
|  2238 |      3 |   450 |            3 |
|  2238 |      4 |   516 |            3 |
|  2241 |      1 |   750 |            3 |
|  2241 |      2 |   570 |            3 |
|  2242 |      1 |  5937 |            3 |
|  2242 |      2 |  2031 |            3 |
|  2242 |      3 |  1872 |            3 |
|  2243 |      1 |  2742 |            3 |
|  2243 |      2 |     0 |            3 |
|  2243 |      3 |     0 |            3 |
|  2243 |      4 |     0 |            3 |
|  2243 |      5 |     0 |            3 |
|  2243 |      6 |  5877 |            3 |
|  2244 |      1 |  5655 |            3 |
|  2244 |      2 |     0 |            3 |
|  2244 |      3 |     0 |            3 |
|  2244 |      5 |  1650 |            3 |
|  2244 |      6 |  1260 |            3 |
|  2244 |      7 |     0 |            3 |
|  2245 |      1 |  5292 |            3 |
|  2245 |      2 |     0 |            3 |
|  2245 |      3 |     0 |            3 |
|  2245 |      4 |     0 |            3 |
|  2245 |      5 |     0 |            3 |
|  2245 |      6 |     0 |            3 |
|  2245 |      7 |     0 |            3 |
|  2245 |      9 |     0 |            3 |
|  2245 |     10 |     0 |            3 |
|  2245 |     11 |     0 |            3 |
|  2245 |     12 |  2421 |            3 |
|  2245 |     13 |     0 |            3 |
|  2245 |     15 |     0 |            3 |
|  2246 |      1 |  5262 |            3 |
|  2246 |      2 |     0 |            3 |
|  2246 |      3 |  1128 |            3 |
|  2247 |      1 |  3690 |            3 |
|  2247 |      2 |     0 |            3 |
|  2247 |      3 |     0 |            3 |
|  2247 |      6 |     0 |            3 |
|  2247 |      7 |     0 |            3 |
|  2248 |      1 |  5262 |            3 |
|  2248 |      2 |     0 |            3 |
|  2248 |      3 |     0 |            3 |
|  2249 |      1 |  3873 |            3 |
|  2249 |      2 |  1125 |            3 |
|  2249 |      3 |     0 |            3 |
|  2250 |      1 |  4842 |            3 |
|  2250 |      2 |     0 |            3 |
|  2250 |      3 |     0 |            3 |
|  2250 |      5 |     0 |            3 |
|  2250 |      6 |     0 |            3 |
|  2250 |      7 |     0 |            3 |
|  2250 |      8 |     0 |            3 |
|  2251 |      1 |  5484 |            3 |
|  2251 |      2 |     0 |            3 |
|  2251 |      3 |     0 |            3 |
|  2251 |      4 |  1452 |            3 |
|  2252 |      1 |  5064 |            3 |
|  2252 |      2 |     0 |            3 |
|  2252 |      3 |  1500 |            3 |
|  2252 |      4 |   900 |            3 |
|  2254 |      1 |  1500 |            3 |
|  2254 |      2 |     0 |            3 |
|  2254 |      3 |     0 |            3 |
|  2254 |      4 |     0 |            3 |
|  2254 |      5 |     0 |            3 |
|  2255 |      1 |   660 |            3 |
|  2255 |      2 |     0 |            3 |
|  2255 |      3 |  1776 |            3 |
|  2255 |      4 |  2871 |            3 |
|  2255 |      6 |  1677 |            3 |
|  2256 |      1 |  4713 |            3 |
|  2257 |      1 |  5487 |            3 |
|  2258 |      1 |  5196 |            3 |
|  2259 |      1 |  1800 |            3 |
|  2259 |      3 |  4002 |            3 |
|  2260 |      1 |   960 |            3 |
|  2260 |      2 |     0 |            3 |
|  2260 |      3 |  3939 |            3 |
|  2262 |      1 |  4359 |            3 |
|  2262 |      3 |  1290 |            3 |
|  2263 |      1 |     0 |            3 |
|  2263 |      3 |  4131 |            3 |
|  2263 |      9 |     0 |            3 |
|  2263 |     10 |   840 |            3 |
|  2263 |     11 |  1050 |            3 |
|  2264 |      1 |   900 |            3 |
|  2264 |      3 |  2742 |            3 |
|  2264 |      4 |  2325 |            3 |
|  2264 |      5 |     0 |            3 |
|  2264 |      6 |     0 |            3 |
|  2265 |      1 |  5037 |            3 |
|  2265 |      2 |  2226 |            3 |
|  2265 |      3 |     0 |            3 |
|  2266 |      1 |     0 |            3 |
|  2266 |      3 |     0 |            3 |
|  2266 |      4 |     0 |            3 |
|  2266 |      5 |     0 |            3 |
|  2266 |      6 |   645 |            3 |
|  2266 |      8 |   708 |            3 |
|  2266 |     14 |   750 |            3 |
|  2268 |      1 |  1260 |            3 |
|  2268 |      5 |   750 |            3 |
|  2268 |      9 |  1452 |            3 |
|  2269 |      1 |  3711 |            3 |
|  2269 |      4 |  1200 |            3 |
|  2269 |      5 |   900 |            3 |
|  2269 |      8 |  1050 |            3 |
|  2270 |      1 |   804 |            3 |
|  2270 |      2 |  3744 |            3 |
|  2270 |      3 |   612 |            3 |
|  2270 |      4 |   600 |            3 |
|  2271 |      1 |   840 |            3 |
|  2271 |      3 |   840 |            3 |
|  2271 |      4 |   750 |            3 |
|  2271 |      5 |     0 |            3 |
|  2271 |      6 |   900 |            3 |
|  2271 |      9 |   840 |            3 |
|  2272 |      1 |  4908 |            3 |
|  2272 |      2 |     0 |            3 |
|  2272 |      3 |   900 |            3 |
|  2272 |      4 |   660 |            3 |
