mysql> SELECT FS_ID,SUM(CY) AS CY,COUNT(MEM_ID) AS EARNERS FROM INCOME_MEM_EARNERS WHERE CY<>0 GROUP BY FS_ID ;
+-------+-------+---------+
| FS_ID | CY    | EARNERS |
|  2490 |  3993 |       1 |
|  2491 |  4704 |       1 |
|  2492 | 13395 |       2 |
|  2493 | 13245 |       3 |
|  2494 | 12288 |       2 |
|  2495 |  7794 |       1 |
|  2496 |  7533 |       1 |
|  2497 |  8985 |       2 |
|  2498 | 10371 |       2 |
|  2499 | 13923 |       2 |
|  2503 |  6108 |       1 |
|  2504 |  1740 |       1 |
|  2505 |  7422 |       2 |
|  2506 |  6687 |       1 |
|  2507 |  2040 |       1 |
|  2508 |  5559 |       1 |
|  2509 |  4887 |       1 |
|  2510 |  6771 |       2 |
|  2511 | 11535 |       3 |
|  2513 |  8343 |       2 |
|  2515 |  6885 |       2 |
|  2518 |  5991 |       2 |
|  2519 | 11982 |       4 |
|  2520 |  8391 |       1 |
|  2522 |  2400 |       1 |
|  2523 | 13038 |       2 |
|  2524 |  5067 |       2 |
|  2525 |  2250 |       1 |
|  2526 | 11889 |       2 |
|  2527 | 10518 |       2 |
|  2530 | 17892 |       4 |
|  2531 | 16479 |       4 |
|  2533 | 21522 |       4 |
|  2534 |  5514 |       2 |
|  2535 | 12681 |       4 |
|  2536 | 12282 |       3 |
|  2537 | 14184 |       4 |
|  2538 |  9690 |       4 |
|  2540 |  6093 |       2 |
|  2541 |  1290 |       1 |
|  2542 |  1650 |       2 |
|  2544 |  5688 |       1 |
|  2545 |  5079 |       1 |
|  2546 |  1350 |       1 |
|  2547 |  1520 |       1 |
|  2548 |  6084 |       4 |
|  2549 |   990 |       2 |
|  2550 |  2340 |       2 |
|  2551 |  4935 |       4 |
|  2552 |  3630 |       4 |
|  2553 |  1560 |       1 |
|  2555 |  5400 |       4 |
|  2556 |  4230 |       1 |
|  2557 |  3711 |       1 |
|  2558 |  1350 |       1 |
|  2559 |  1500 |       1 |
|  2560 |  3023 |       2 |
|  2561 |  2910 |       2 |
|  2562 |  1350 |       1 |
|  2563 |  1596 |       2 |
|  2564 |  1950 |       1 |
|  2566 |  4197 |       1 |
|  2567 | 12021 |       2 |
|  2570 |  8151 |       1 |
|  2572 |  8943 |       3 |
|  2573 |  1899 |       3 |
|  2575 | 10677 |       3 |
|  2577 |  1551 |       1 |
|  2578 |  2160 |       1 |
|  2579 |  3771 |       2 |
|  2581 |  4341 |       2 |
|  2583 |  6936 |       2 |
|  2584 |  1716 |       2 |
|  2585 |  2001 |       2 |
|  2586 |  1320 |       1 |
|  2587 |  3549 |       2 |
|  2590 |  2514 |       1 |
|  2591 |   966 |       1 |
|  2592 |  4812 |       2 |
|  2593 |  3576 |       2 |
|  2595 |  2658 |       2 |
|  2596 |  2745 |       3 |
|  2597 |  1920 |       1 |
|  2598 |  5646 |       4 |
|  2600 |  1839 |       1 |
|  2601 |  2712 |       2 |
|  2602 |  1047 |       2 |
|  2603 |  1047 |       2 |
|  2604 |  1212 |       2 |
|  2606 |  1089 |       2 |
|  2608 |  1713 |       3 |
|  2609 |  1101 |       2 |
|  2611 |   936 |       2 |
|  2612 |  1773 |       2 |
|  2613 |  1167 |       3 |
|  2617 |  2580 |       2 |
|  2618 |  1677 |       2 |
|  2620 |  1356 |       2 |
|  2622 |  1353 |       2 |
|  2623 |  3108 |       3 |
|  2624 |  1854 |       3 |
|  2625 |  1128 |       1 |
|  2627 |  1617 |       2 |
|  2629 |  1227 |       2 |
|  2630 |  1551 |       3 |
|  2634 |  1755 |       2 |
|  2635 |  3600 |       1 |
|  2637 |  3945 |       5 |
|  2639 |  1704 |       1 |
|  2640 |  1527 |       1 |
|  2642 |  1293 |       1 |
|  2643 |  2907 |       1 |
|  2644 |  1125 |       1 |
|  2645 |  2937 |       2 |
|  2646 |  3483 |       2 |
|  2649 |  2940 |       4 |
|  2650 |  1680 |       3 |
|  2651 |  1881 |       4 |
|  2652 |  1746 |       2 |
|  2654 |  1743 |       3 |
|  2655 |  2583 |       5 |
|  2656 |  1617 |       3 |
|  2657 |  1227 |       3 |
|  2658 |   936 |       1 |
|  2660 |  1452 |       1 |
|  2664 |  1911 |       2 |
|  2665 |  1032 |       1 |
|  2669 |   969 |       1 |
|  2670 |  1206 |       1 |
|  2672 |  1110 |       1 |
|  2673 |  2064 |       3 |
|  2674 |  1875 |       2 |
|  2676 |  3069 |       1 |
|  2677 |   936 |       1 |
|  2678 |  1032 |       1 |
|  2679 |  1227 |       2 |
|  2681 |   774 |       2 |
|  2682 |  2034 |       3 |
|  2683 |  1692 |       3 |
|  2684 |  1638 |       3 |
|  2685 |  2100 |       2 |
|  2686 |  1356 |       2 |
|  2688 |  1776 |       4 |
|  2692 |  1938 |       1 |
|  2693 |  1194 |       1 |
|  2694 |  2487 |       2 |
|  2695 |  1485 |       3 |
|  2696 |  2064 |       3 |
|  2697 |   999 |       2 |
|  2698 |  1287 |       2 |
|  2699 |  1569 |       3 |
|  2700 |  2037 |       4 |
|  2702 |  2745 |       2 |
|  2703 |  4197 |       2 |
|  2704 |   966 |       2 |
|  2705 |  1191 |       2 |
|  2706 |   807 |       2 |
|  2707 |  2193 |       3 |
|  2708 |  1113 |       2 |
|  2713 |  1149 |       2 |
|  2715 |  1302 |       2 |
|  2716 |  1776 |       3 |
|  2717 |  1950 |       3 |
|  2718 |   969 |       1 |
|  2719 |  2319 |       4 |
|  2721 |  1014 |       2 |
|  2723 |  1914 |       3 |
|  2725 |   969 |       2 |
|  2726 |   939 |       2 |
|  2727 |   906 |       2 |
|  2728 |  2385 |       2 |
|  2729 |  1611 |       2 |
|  2730 |  1278 |       2 |
|  2731 |  1905 |       4 |
|  2732 |  1089 |       2 |
|  2733 |  1434 |       3 |
|  2734 |  1065 |       2 |
|  2735 |  1572 |       3 |
|  2736 |   741 |       1 |
|  2737 |   870 |       2 |
|  2738 |   930 |       2 |
|  2739 |  2418 |       3 |
|  2740 |  1356 |       2 |
|  2742 |  1128 |       2 |
|  2743 |  1713 |       3 |
|  2747 |  2562 |       2 |
|  2748 |  2340 |       4 |
|  2749 |  3066 |       2 |
|  2750 |  2193 |       1 |
|  2752 |  2175 |       4 |
|  2753 |  2262 |       2 |
|  2755 |  1773 |       3 |
|  2758 |  2877 |       4 |
|  2763 |  1750 |       2 |
|  2769 |  1416 |       2 |
|  2771 |  1350 |       1 |
|  2777 |  2421 |       1 |
|  2778 |  3936 |       2 |
|  2779 |  1290 |       1 |
|  2780 |  1446 |       2 |
|  2781 |  2319 |       2 |
|  2782 |  1452 |       1 |
|  2783 |  2391 |       1 |
|  2784 |  1290 |       1 |
|  2785 |  2259 |       1 |
|  2787 |  3135 |       3 |
|  2792 |  1548 |       1 |
|  2793 |  2601 |       2 |
|  2794 |  1227 |       1 |
|  2795 |  1500 |       2 |
|  2796 |  2808 |       2 |
|  2797 |  1350 |       1 |
|  2798 |  1929 |       1 |
|  2799 |  1452 |       1 |
|  2800 |  1938 |       1 |
|  2801 |  1452 |       2 |
|  2802 |  1614 |       1 |
|  2804 |  3246 |       2 |
|  2805 |  1581 |       1 |
|  2806 |  2967 |       2 |
|  2808 |  1452 |       1 |
|  2810 |  3396 |       4 |
|  2811 |  3870 |       1 |
|  2812 |  1932 |       2 |
|  2813 |  2259 |       1 |
|  2817 |   910 |       1 |
|  2818 |  2421 |       2 |
|  2819 |  1575 |       1 |
|  2823 |  2655 |       4 |
|  2825 |  2064 |       1 |
|  2827 |  1935 |       1 |
|  2834 |  2136 |       2 |
|  2835 |  1290 |       1 |
|  2836 |  3546 |       2 |
|  2837 |  1872 |       2 |
|  2838 |  3549 |       2 |
|  2839 |  3420 |       2 |
|  2844 |  1290 |       1 |
|  2845 |  1548 |       2 |
|  2846 |  1431 |       1 |
|  2847 |  1128 |       1 |
|  2848 |  1500 |       2 |
|  2849 |  1776 |       1 |
|  2850 |  1776 |       1 |
|  2851 |  4620 |       2 |
|  2852 |  2952 |       1 |
|  2853 |  5505 |       3 |
|  2854 |  2223 |       2 |
|  2855 |  3066 |       2 |
|  2856 |  2577 |       4 |
|  2857 |  2403 |       1 |
|  2858 |  1128 |       1 |
|  2859 |  1965 |       2 |
|  2860 |  1290 |       1 |
|  2862 |  1089 |       1 |
|  2863 |  3708 |       2 |
|  2864 |   957 |       2 |
|  2865 |  1935 |       4 |
|  2866 |  4326 |       3 |
|  2868 |  3129 |       2 |
|  2869 |  1935 |       2 |
|  2870 |  2688 |       2 |
|  2873 |  1872 |       2 |
|  2875 |  1350 |       1 |
|  2877 |  2640 |       4 |
|  2878 |  1935 |       1 |
|  2881 |  2100 |       1 |
|  2882 |  1260 |       1 |
|  2884 |  3867 |       2 |
|  2885 |  1950 |       1 |
|  2886 |  1455 |       1 |
|  2887 |  5166 |       1 |
|  2888 |  3876 |       1 |
|  2889 |  1584 |       1 |
|  2891 |  3618 |       2 |
|  2893 |  4740 |       1 |
|  2896 |  2094 |       1 |
|  2897 |  2937 |       2 |
|  2898 |  5079 |       3 |
|  2899 |   966 |       1 |
|  2900 |  1353 |       1 |
|  2901 |   969 |       1 |
|  2902 |  6126 |       2 |
|  2903 |  2583 |       1 |
|  2904 |  1446 |       1 |
|  2905 |  1290 |       1 |
|  2906 |  1929 |       2 |
|  2908 |  3318 |       2 |
|  2909 |  1929 |       1 |
|  2910 |  2085 |       2 |
|  2911 |  1518 |       2 |
|  2912 |   840 |       2 |
|  2914 |  1065 |       2 |
|  2916 |  2115 |       3 |
|  2917 |  1581 |       3 |
|  2919 |  2745 |       2 |
|  2920 |  2742 |       1 |
|  2921 |  1425 |       3 |
|  2923 |  3150 |       3 |
|  2924 |   954 |       2 |
|  2925 |  1620 |       3 |
|  2926 |  4167 |       5 |
|  2927 |   966 |       1 |
|  2930 |  2091 |       1 |
|  2931 |  3228 |       1 |
|  2932 |   600 |       2 |
|  2934 |  1380 |       1 |
|  2935 |  2001 |       2 |
|  2936 |  1707 |       3 |
|  2937 |   969 |       1 |
|  2938 |  2079 |       2 |
|  2939 |  1482 |       2 |
|  2940 |  2370 |       2 |
|  2941 |  2229 |       2 |
|  2944 |  1227 |       1 |
|  2945 |  1455 |       1 |
|  2946 |  2256 |       1 |
|  2947 |  3543 |       2 |
|  2948 |  1212 |       1 |
|  2949 |  1515 |       1 |
|  2950 |  1113 |       1 |
|  2951 |  1530 |       2 |
|  2952 |  1551 |       2 |
|  2953 |  1614 |       2 |
|  2956 |  1854 |       4 |
|  2957 |  1131 |       2 |
|  2958 |  1032 |       1 |
|  2959 |  1359 |       3 |
|  2960 |   969 |       2 |
|  2961 |  1356 |       2 |
|  2962 |  2520 |       2 |
|  2963 |  2325 |       2 |
|  2964 |  1176 |       1 |
|  2965 |  1842 |       1 |
|  2966 |  2700 |       2 |
|  2967 |  2646 |       2 |
|  2968 |  3150 |       2 |
|  2969 |  1065 |       3 |
|  2971 |  3549 |       2 |
|  2972 |  2403 |       2 |
|  2973 |  1683 |       2 |
|  2974 |  1455 |       1 |
|  2977 |  2007 |       2 |
|  2978 |  1713 |       4 |
|  2979 |  1365 |       2 |
|  2980 |  1614 |       2 |
|  2981 |   900 |       2 |
|  2982 |  1854 |       2 |
|  2984 |  1689 |       3 |
|  2985 |  3165 |       2 |
|  2986 |  4035 |       1 |
|  2987 |  1131 |       2 |
|  2988 |  2646 |       3 |
|  2989 |  1833 |       3 |
|  2990 |   840 |       2 |
|  2993 |  1260 |       3 |
|  2994 |  1662 |       3 |
|  2995 |   867 |       2 |
|  2997 |  1578 |       3 |
|  2998 |  1455 |       2 |
|  2999 |  2331 |       4 |
|  3004 |  1284 |       3 |
|  3005 |   735 |       2 |
|  3006 |  1410 |       3 |
|  3008 |   963 |       1 |
|  3009 |  3666 |       2 |
|  3010 |  1290 |       2 |
|  3011 |  2193 |       1 |
|  3012 |  2100 |       2 |
|  3013 |  2391 |       2 |
|  3016 |  3201 |       2 |
|  3017 |  4275 |       2 |
|  3020 |  3612 |       2 |
|  3021 |  2415 |       2 |
|  3022 |  1194 |       1 |
|  3023 |  2664 |       2 |
|  3024 |  1869 |       2 |
|  3025 |  3261 |       2 |
|  3027 |  1677 |       2 |
|  3029 |  1770 |       2 |
|  3030 |   999 |       2 |
|  3031 |  1029 |       2 |
|  3034 |  2094 |       2 |
|  3035 |  1743 |       2 |
|  3039 |   969 |       1 |
|  3040 |  3327 |       2 |
|  3041 |  2645 |       2 |
|  3042 |  2868 |       2 |
|  3043 |  2553 |       2 |
|  3045 |  1554 |       1 |
|  3046 |  2352 |       2 |
|  3047 |  3975 |       2 |
|  3048 |  2292 |       2 |
|  3049 |  2358 |       2 |
|  3050 |  2463 |       1 |
|  3051 |  1965 |       1 |
|  3052 |  3072 |       1 |
|  3053 |  2613 |       2 |
|  3054 |  2709 |       2 |
|  3055 |  2196 |       1 |
|  3056 |  2193 |       2 |
|  3057 |  2520 |       2 |
|  3058 |  3486 |       2 |
|  3060 |  4263 |       2 |
|  3062 |  2670 |       2 |
|  3063 |  3645 |       2 |
|  3065 |  1131 |       1 |
|  3066 |  3384 |       2 |
|  3067 |  2694 |       2 |
|  3068 |  3231 |       2 |
|  3069 |  3378 |       3 |
|  3070 |  6606 |       2 |
|  3071 |  2574 |       2 |
|  3073 |  1128 |       1 |
|  3075 |  4836 |       1 |
|  3077 |  1116 |       1 |
|  3078 |  3960 |       2 |
|  3079 |  1449 |       1 |
|  3082 |  2748 |       2 |
|  3083 |  1287 |       2 |
|  3084 |  2034 |       2 |
|  3087 |  2259 |       1 |
|  3088 |  1938 |       2 |
|  3089 |  1131 |       2 |
|  3091 |  1611 |       1 |
|  3092 |  3546 |       2 |
|  3094 |  2901 |       2 |
|  3095 |  3195 |       2 |
|  3096 |  2676 |       2 |
|  3097 |  3126 |       2 |
|  3098 |  1443 |       1 |
|  3099 |  2415 |       2 |
|  3100 |  2388 |       2 |
|  3101 |   807 |       1 |
|  3102 |  2838 |       2 |
|  3103 |  1506 |       2 |
|  3104 |   996 |       2 |
|  3105 |  1935 |       2 |
|  3106 |  1452 |       1 |
|  3107 |   870 |       1 |
|  3108 |  2097 |       1 |
|  3109 |  3579 |       3 |
|  3120 |  1764 |       2 |
|  3121 |   750 |       1 |
|  3128 |  2556 |       1 |
|  3134 |  5025 |       2 |
|  3135 |  6648 |       2 |
|  3138 |  1440 |       2 |
|  3139 |  1995 |       1 |
|  3141 |   660 |       1 |
|  3144 |  4458 |       2 |
|  3145 |  1500 |       1 |
|  3147 |  1386 |       3 |
|  3149 |   720 |       3 |
|  3150 |  1140 |       2 |
|  3151 |  2256 |       2 |
|  3155 |   963 |       1 |
|  3156 |  4197 |       1 |
|  3157 |  4515 |       3 |
|  3158 |  1938 |       1 |
|  3159 |  1470 |       1 |
|  3164 |   741 |       1 |
|  3166 |  5358 |       2 |
|  3167 |  3306 |       2 |
|  3168 |  3219 |       1 |
|  3169 |  3216 |       2 |
|  3170 |  2097 |       1 |
|  3172 |  2586 |       1 |
|  3174 |  3699 |       2 |
|  3175 |  4425 |       3 |
|  3176 |  1836 |       3 |
|  3177 |  1032 |       2 |
|  3178 |  1860 |       3 |
|  3179 |  1485 |       2 |
|  3180 |  1680 |       1 |
|  3181 |  1512 |       1 |
|  3182 |  2091 |       2 |
|  3183 |  1539 |       1 |
|  3184 |  2727 |       1 |
|  3185 |  3300 |       1 |
|  3186 |  2082 |       2 |
|  3188 |  1614 |       1 |
|  3189 |  4884 |       1 |
|  3190 |  2004 |       1 |
|  3191 |   807 |       1 |
|  3194 |  1449 |       1 |
|  3195 |  6243 |       2 |
|  3196 |   969 |       2 |
|  3197 |  1404 |       1 |
|  3200 |  1707 |       2 |
|  3202 |  1875 |       3 |
|  3204 |  1353 |       1 |
|  3205 |  2319 |       1 |
|  3206 |  2976 |       5 |
|  3207 |  3837 |       2 |
|  3208 |  2898 |       1 |
|  3211 |  1677 |       2 |
|  3212 |  2811 |       2 |
|  3213 |  1287 |       1 |
|  3214 |  1131 |       1 |
|  3215 |  1293 |       1 |
|  3218 |  1281 |       1 |
|  3221 |  1197 |       1 |
|  3222 |   966 |       1 |
|  3223 |  1848 |       3 |
|  3224 |  6024 |       2 |
|  3227 |   966 |       1 |
|  3229 |  1200 |       2 |
|  3230 |  2301 |       3 |
|  3232 |  1131 |       1 |
|  3236 |  1449 |       1 |
|  3237 |  4356 |       2 |
|  3238 |  1035 |       2 |
|  3239 |  1938 |       1 |
|  3240 |  1614 |       1 |
|  3241 |   903 |       1 |
|  3244 |  1722 |       1 |
|  3245 |   966 |       2 |
|  3250 |  2289 |       4 |
|  3255 |   927 |       2 |
|  3257 |  1446 |       2 |
|  3258 |  1095 |       2 |
|  3261 |  1098 |       2 |
|  3262 |  1320 |       2 |
|  3263 |  1545 |       1 |
|  3264 |  1365 |       2 |
|  3265 |   873 |       1 |
|  3266 |   969 |       1 |
|  3267 |  1506 |       1 |
|  3268 |  1407 |       1 |
|  3269 |  1140 |       2 |
|  3270 |  1815 |       3 |
|  3271 |  1668 |       2 |
|  3273 |   876 |       2 |
|  3274 |  1359 |       3 |
|  3275 |  1875 |       2 |
|  3276 |   903 |       2 |
|  3277 |  1005 |       2 |
|  3278 |  1887 |       2 |
|  3285 |  2469 |       1 |
|  3286 |  2025 |       3 |
|  3287 |  1680 |       2 |
|  3288 |  1161 |       2 |
|  3290 |  1350 |       2 |
|  3291 |  1578 |       3 |
|  3292 |  1722 |       3 |
|  3293 |   798 |       1 |
|  3295 |  1452 |       2 |
|  3296 |  1830 |       3 |
|  3297 |  2538 |       1 |
|  3298 |  2553 |       2 |
|  3299 |  1227 |       1 |
|  3301 |  3348 |       2 |
|  3302 |  2727 |       2 |
|  3303 |  1500 |       2 |
|  3304 |  2739 |       3 |
|  3305 |  1092 |       2 |
|  3306 |  1275 |       2 |
|  3308 | 18054 |       5 |
|  3309 |   900 |       2 |
|  3311 |  3852 |       1 |
|  3312 |  1221 |       1 |
|  3313 |  1116 |       1 |
|  3314 |  2262 |       2 |
|  3315 |  3003 |       2 |
|  3316 |  2097 |       1 |
|  3319 |   903 |       2 |
|  3320 |  1776 |       2 |
|  3321 |  1068 |       2 |
|  3324 |  2094 |       4 |
|  3325 |  1110 |       2 |
|  3327 |  1665 |       3 |
|  3328 |  1965 |       3 |
|  3330 |  1968 |       3 |
|  3331 |  3033 |       1 |
|  3332 |  1737 |       3 |
|  3334 |  1161 |       2 |
|  3335 |  1947 |       2 |
|  3336 |  1386 |       2 |
|  3342 |  1125 |       2 |
|  3343 |   963 |       3 |
|  3345 |   837 |       2 |
|  3347 |  1191 |       3 |
|  3348 |  1134 |       2 |
|  3349 |  2130 |       3 |
|  3350 |  2196 |       4 |
|  3351 |  1065 |       2 |
|  3352 |  1131 |       3 |
|  3353 |  1647 |       3 |
|  3354 |  2109 |       3 |
|  3355 |  2502 |       3 |
|  3356 |  2550 |       1 |
|  3359 |   861 |       1 |
|  3360 |  1026 |       2 |
|  3361 |   516 |       1 |
|  3363 |  1032 |       1 |
|  3366 |  2355 |       2 |
|  3367 |  1560 |       2 |
|  3370 |  1092 |       4 |
|  3372 |   969 |       2 |
|  3375 |  1596 |       4 |
|  3377 |  1242 |       2 |
|  3378 |   879 |       2 |
|  3379 |  2004 |       4 |
|  3380 |  1221 |       2 |
|  3383 |  2085 |       1 |
|  3384 |  1455 |       2 |
|  3385 |  3174 |       2 |
|  3388 |   963 |       2 |
|  3390 |  1935 |       1 |
|  3392 |  2061 |       2 |
|  3393 |  1452 |       1 |
|  3394 |  1128 |       1 |
|  3395 |  2154 |       2 |
|  3396 |  1092 |       2 |
|  3397 |  2418 |       3 |
|  3398 |  1128 |       1 |
|  3399 |  2412 |       1 |
|  3400 |  2805 |       2 |
|  3402 |  1407 |       2 |
|  3403 |  1425 |       2 |
|  3404 |  1470 |       3 |
|  3406 |  1422 |       2 |
|  3407 |   966 |       1 |
|  3408 |  1194 |       2 |
|  3409 |  2904 |       1 |
|  3410 |  3207 |       4 |
|  3411 |  3561 |       4 |
|  3419 |  2481 |       2 |
|  3420 |   750 |       1 |
|  3421 |   900 |       1 |
|  3423 |  3000 |       1 |
|  3424 |  1452 |       1 |
|  3428 |  1608 |       1 |
|  3429 |   680 |       1 |
|  3430 |  1128 |       1 |
|  3431 |   642 |       1 |
|  3433 |  3003 |       2 |
|  3436 |  1350 |       1 |
|  3439 |  1926 |       2 |
|  3440 |  3219 |       2 |
|  3442 |  2280 |       2 |
|  3443 |  2412 |       2 |
|  3444 |  1290 |       3 |
|  3445 |  1650 |       2 |
|  3446 |  2196 |       3 |
|  3447 |  2424 |       5 |
|  3448 |  1680 |       1 |
|  3449 |  1050 |       1 |
|  3450 |  2907 |       1 |
|  3451 |  2100 |       1 |
|  3453 |  1128 |       1 |
|  3454 |  1260 |       3 |
|  3457 |  5454 |       2 |
|  3463 |  1050 |       1 |
|  3464 |  1290 |       1 |
|  3465 |  3213 |       2 |
|  3466 |  1677 |       1 |
|  3467 |  1608 |       1 |
|  3468 |  2421 |       1 |
|  3470 |  3663 |       2 |
|  3472 |  2550 |       4 |
|  3474 |  1980 |       2 |
|  3475 |  1500 |       1 |
|  3476 |  1020 |       3 |
|  3477 |   660 |       1 |
|  3478 |  1548 |       1 |
|  3480 |  2256 |       1 |
|  3481 |  8784 |       1 |
|  3482 |  1050 |       1 |
|  3483 |  8922 |       1 |
|  3484 |  3357 |       1 |
|  3486 |  3426 |       1 |
|  3488 | 14667 |       2 |
|  3490 | 23901 |       3 |
|  3491 |  8565 |       2 |
|  3492 | 27090 |       5 |
|  3493 |  4458 |       1 |
|  3494 | 10602 |       3 |
|  3496 |  2892 |       1 |
|  3497 | 13953 |       3 |
|  3499 |  3498 |       1 |
|  3500 | 12945 |       3 |
|  3501 |  3600 |       1 |
|  3503 |  8376 |       2 |
|  3504 | 15399 |       5 |
|  3506 | 14907 |       3 |
|  3507 | 11136 |       4 |
|  3508 |  4122 |       1 |
|  3510 | 10656 |       2 |
|  3511 |  9891 |       1 |
|  3512 | 10335 |       4 |
|  3513 |  3000 |       1 |
|  3515 | 14466 |       5 |
|  3516 |  5778 |       2 |
|  3517 |  5343 |       2 |
|  3518 | 13647 |       2 |
|  3519 |  9558 |       2 |
|  3520 |  6819 |       2 |
|  3522 |  4500 |       1 |
|  3523 |  2250 |       1 |
|  3524 |  7212 |       2 |
|  3525 |  8361 |       2 |
|  3527 |  2100 |       1 |
|  3528 |  1254 |       2 |
|  3530 |   774 |       1 |
|  3531 |  1446 |       1 |
|  3532 |   870 |       1 |
|  3533 |   450 |       2 |
|  3534 |   450 |       2 |
|  3535 |  1800 |       1 |
|  3538 |  2421 |       1 |
|  3539 |  3288 |       2 |
|  3540 |  1089 |       2 |
|  3542 |  1800 |       1 |
|  3543 |  1197 |       1 |
|  3544 |  3050 |       5 |
|  3550 |  1860 |       4 |
|  3551 |  1290 |       1 |
|  3552 |  4960 |       2 |
|  3553 |  8568 |       2 |
|  3554 | 11283 |       3 |
|  3555 | 18780 |       4 |
|  3556 | 13419 |       1 |
|  3557 |  3105 |       1 |
|  3559 |  7890 |       2 |
|  3560 | 13914 |       4 |
|  3562 |  3000 |       1 |
|  3563 | 22131 |       6 |
|  3564 |  3000 |       1 |
|  3565 |  3300 |       1 |
|  3566 | 19836 |       2 |
|  3567 | 13692 |       3 |
|  3568 | 16797 |       3 |
|  3570 | 20310 |       2 |
|  3571 |  3207 |       1 |
|  3574 |  3000 |       1 |
|  3583 | 13128 |       2 |
|  3584 |  8250 |       1 |
|  3585 | 10581 |       2 |
|  3586 |  7017 |       2 |
|  3589 |  8022 |       2 |
|  3590 |  8373 |       2 |
|  3591 |  6543 |       2 |
|  3592 |  5250 |       1 |
|  3595 | 15843 |       5 |
|  3596 |  6567 |       2 |
|  3597 |  9411 |       2 |
|  3598 |  2250 |       1 |
|  3599 |  7764 |       2 |
|  3600 | 15162 |       4 |
|  3601 |  7650 |       2 |
|  3602 |  9981 |       1 |
|  3603 | 24618 |       6 |
|  3604 | 14184 |       5 |
|  3606 | 35810 |       8 |
|  3607 |  8790 |       2 |
|  3608 |  8994 |       2 |
|  3609 |  3132 |       1 |
|  3613 |  6993 |       3 |
|  3615 |  3219 |       2 |
|  3616 | 11052 |       4 |
|  3617 |  8064 |       1 |
|  3618 |  6210 |       1 |
|  3619 |  7617 |       2 |
|  3620 | 11589 |       2 |
|  3621 |  9186 |       2 |
|  3622 |  6177 |       2 |
|  3623 | 10056 |       2 |
|  3624 |  3600 |       1 |
|  3625 |  9663 |       2 |
|  3626 | 10182 |       2 |
|  3627 | 11607 |       5 |
|  3629 | 10701 |       1 |
|  3630 |  1500 |       1 |
|  3631 |  3600 |       1 |
|  3633 |  1050 |       1 |
|  3634 | 10170 |       2 |
|  3635 |  1050 |       1 |
|  3636 |  3330 |       2 |
|  3637 |  9108 |       2 |
|  3638 |  3765 |       2 |
|  3639 |  4122 |       2 |
|  3640 |  1200 |       1 |
|  3641 |  9396 |       2 |
|  3642 | 12162 |       2 |
|  3643 |  3000 |       1 |
|  3645 |  3600 |       1 |
|  3646 | 12897 |       2 |
|  3648 | 15936 |       3 |
|  3649 | 23769 |       2 |
|  3650 | 18687 |       2 |
|  3652 |  8271 |       2 |
|  3653 | 10017 |       2 |
|  3654 |  4500 |       1 |
|  3655 |  5430 |       2 |
|  3656 |  9351 |       3 |
|  3657 |  7011 |       2 |
|  3658 |  9777 |       3 |
|  3659 |  4719 |       2 |
|  3660 |  9414 |       2 |
|  3661 |  8820 |       4 |
|  3662 |  3000 |       1 |
|  3663 | 10839 |       2 |
|  3664 | 11901 |       1 |
|  3665 | 13308 |       3 |
|  3666 |  9294 |       4 |
|  3667 |  6378 |       2 |
|  3668 |  8316 |       2 |
|  3669 |  5658 |       1 |
|  3670 |  7734 |       1 |
|  3671 |  7158 |       3 |
|  3672 |  6270 |       2 |
|  3673 |  9045 |       4 |
|  3675 |  5607 |       1 |
|  3677 |  3450 |       1 |
|  3678 |  5328 |       2 |
|  3679 | 12993 |       1 |
|  3681 |  5641 |       3 |
|  3682 |  6333 |       2 |
|  3683 | 17505 |       6 |
|  3684 |  8937 |       3 |
|  3685 |  4500 |       1 |
|  3687 |  5433 |       1 |
|  3688 |  6210 |       2 |
|  3689 |  3000 |       1 |
|  3690 | 12345 |       4 |
|  3691 | 12528 |       4 |
|  3692 |  6210 |       2 |
|  3693 |  3600 |       1 |
|  3694 | 11562 |       2 |
|  3697 | 18765 |       3 |
|  3698 |  5853 |       2 |
|  3699 |  4500 |       1 |
|  3700 |  7923 |       2 |
|  3702 |  5319 |       2 |
|  3703 |  8778 |       2 |
|  3704 | 11988 |       3 |
|  3705 | 19989 |       2 |
|  3707 |  3849 |       1 |
|  3708 | 12234 |       3 |
|  3709 | 13383 |       3 |
|  3710 |  9627 |       2 |
|  3711 | 23091 |       4 |
|  3716 |  7173 |       1 |
|  3717 | 11655 |       3 |
|  3718 | 10389 |       2 |
|  3719 |  4950 |       1 |
|  3721 |  7470 |       2 |
|  3722 |  5220 |       2 |
|  3723 |  5277 |       2 |
|  3724 |  6057 |       2 |
|  3726 |  6390 |       2 |
|  3727 |  8352 |       1 |
|  3729 |  9477 |       2 |
|  3730 | 11796 |       3 |
|  3733 |  7902 |       3 |
|  3735 |  5214 |       1 |
|  3736 |  4500 |       1 |
|  3737 | 13419 |       1 |
|  3738 |  9024 |       2 |
|  3739 | 10917 |       1 |
|  3741 | 15558 |       1 |
|  3742 |  8067 |       2 |
|  3743 | 14289 |       2 |
|  3744 |  9672 |       1 |
|  3745 |  8778 |       1 |
|  3746 | 13773 |       1 |
|  3747 | 10530 |       2 |
|  3748 | 10599 |       2 |
|  3749 |  6771 |       2 |
|  3750 | 14457 |       2 |
